Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
57,No,Travel_Rarely,Sales,29,3,1,Male,2,Manager,Divorced,14118,3,No,3,3,1,32,3,2,1,0,0,0
21,Yes,Travel_Rarely,Sales,7,1,2,Male,3,Sales Representative,Single,2679,1,No,3,2,0,1,3,3,1,0,1,0
30,No,Travel_Rarely,Research & Development,1,3,4,Male,3,Research Scientist,Married,3579,0,Yes,4,1,1,12,2,3,11,9,5,7
29,No,Travel_Rarely,Research & Development,9,3,3,Male,4,Research Scientist,Married,2451,6,No,3,1,2,5,2,2,1,0,0,0
27,No,Travel_Rarely,Sales,9,3,4,Male,3,Sales Executive,Single,4105,1,No,3,1,0,7,5,3,7,7,0,7
33,No,Travel_Frequently,Sales,7,3,4,Female,3,Sales Executive,Married,4302,0,No,3,3,1,4,3,3,3,2,0,2
44,No,Travel_Rarely,Research & Development,1,4,2,Male,4,Healthcare Representative,Married,5033,2,No,3,4,1,10,5,3,2,0,2,2
32,No,Travel_Rarely,Research & Development,1,3,2,Male,3,Research Scientist,Married,6220,1,No,3,2,2,10,3,3,10,4,0,9
23,Yes,Travel_Rarely,Sales,7,3,3,Male,3,Sales Representative,Divorced,2275,1,Yes,4,2,1,3,2,3,3,2,0,2
25,Yes,Travel_Rarely,Research & Development,4,1,4,Male,3,Laboratory Technician,Married,3691,1,Yes,3,2,1,7,3,4,7,7,5,6
41,No,Non-Travel,Research & Development,7,1,2,Female,1,Research Director,Divorced,19973,1,No,4,2,2,21,3,3,21,16,5,10
51,Yes,Travel_Rarely,Research & Development,4,4,1,Male,3,Research Scientist,Married,2461,9,Yes,3,3,3,18,2,4,10,0,2,7
43,No,Travel_Rarely,Sales,25,3,3,Male,2,Sales Executive,Divorced,10798,5,No,3,3,1,18,5,3,1,0,0,0
37,Yes,Travel_Rarely,Human Resources,6,4,3,Male,3,Human Resources,Divorced,2073,4,Yes,4,4,0,7,3,3,3,2,0,2
28,No,Non-Travel,Human Resources,1,2,3,Male,3,Human Resources,Divorced,2706,1,No,3,2,1,3,2,3,3,2,2,2
18,No,Non-Travel,Research & Development,5,2,2,Male,3,Research Scientist,Single,1051,1,No,3,4,0,0,2,3,0,0,0,0
25,No,Travel_Rarely,Research & Development,2,1,1,Male,4,Research Scientist,Single,3424,7,No,3,3,0,6,3,2,4,3,0,1
43,No,Travel_Rarely,Research & Development,2,2,4,Female,4,Research Scientist,Divorced,2645,1,No,3,4,2,6,3,2,5,3,1,4
34,Yes,Travel_Frequently,Research & Development,9,4,4,Male,3,Laboratory Technician,Married,5346,4,No,3,3,1,11,3,2,7,1,0,7
40,No,Travel_Rarely,Human Resources,6,2,3,Male,3,Manager,Single,16437,1,Yes,4,4,0,21,2,3,21,7,7,7
40,No,Travel_Rarely,Research & Development,19,2,3,Male,3,Laboratory Technician,Married,2741,8,Yes,3,3,1,15,2,4,7,2,3,7
32,No,Non-Travel,Sales,2,1,3,Female,3,Sales Representative,Divorced,2827,1,No,3,3,3,1,3,3,1,0,0,0
57,No,Travel_Rarely,Research & Development,24,2,3,Male,4,Healthcare Representative,Divorced,9439,3,Yes,3,2,1,12,2,1,5,3,1,4
45,No,Non-Travel,Sales,2,4,3,Female,3,Sales Executive,Married,5154,4,No,4,2,2,10,3,4,8,7,5,7
22,No,Travel_Rarely,Research & Development,19,1,3,Male,3,Research Scientist,Married,2323,1,No,4,1,2,2,6,3,2,2,2,2
21,No,Travel_Rarely,Research & Development,5,1,3,Male,3,Research Scientist,Single,3117,1,No,3,3,0,3,2,3,2,2,2,2
41,No,Travel_Frequently,Sales,1,3,3,Female,3,Sales Executive,Divorced,4103,0,No,3,4,1,10,2,3,9,3,1,7
34,No,Travel_Rarely,Sales,13,4,4,Male,3,Sales Executive,Divorced,8628,1,No,3,3,1,9,2,2,8,7,1,1
37,No,Non-Travel,Research & Development,1,4,1,Female,3,Research Director,Divorced,13603,2,Yes,3,1,2,15,2,3,5,2,0,2
27,No,Travel_Frequently,Research & Development,5,2,4,Female,3,Laboratory Technician,Single,2379,0,Yes,3,3,0,6,3,2,5,4,0,2
31,No,Travel_Rarely,Research & Development,8,4,3,Female,3,Manufacturing Director,Single,4424,1,No,4,4,0,11,2,3,11,7,1,8
48,Yes,Travel_Rarely,Research & Development,1,2,1,Male,2,Laboratory Technician,Single,5381,9,Yes,3,4,0,23,2,3,1,0,0,0
30,No,Travel_Rarely,Sales,7,1,4,Male,3,Sales Representative,Single,2983,0,No,3,1,0,4,3,3,3,2,1,2
38,No,Travel_Rarely,Sales,2,2,4,Male,3,Sales Executive,Single,7351,7,No,3,3,0,10,2,3,1,0,0,0
33,No,Non-Travel,Sales,2,3,4,Female,3,Sales Executive,Single,5147,8,No,3,4,0,13,2,2,11,7,1,7
33,No,Travel_Frequently,Research & Development,1,4,3,Female,4,Healthcare Representative,Married,5488,1,Yes,3,1,1,6,2,3,6,5,1,2
29,No,Travel_Rarely,Research & Development,13,2,4,Male,2,Laboratory Technician,Married,4025,4,Yes,3,1,1,10,2,3,4,3,0,3
55,Yes,Travel_Rarely,Research & Development,2,3,4,Male,3,Manager,Married,19859,5,Yes,3,4,1,24,2,3,5,2,1,4
25,No,Travel_Rarely,Research & Development,1,3,1,Female,3,Manufacturing Director,Married,4898,0,No,3,4,2,5,3,3,4,2,1,2
35,No,Travel_Frequently,Research & Development,18,4,3,Male,3,Healthcare Representative,Married,5689,1,Yes,3,4,2,10,2,4,10,2,0,2
41,No,Travel_Rarely,Sales,8,3,3,Female,3,Sales Executive,Married,4393,5,No,4,3,1,14,3,3,5,4,1,4
31,No,Travel_Rarely,Sales,7,3,2,Male,4,Sales Executive,Married,6929,4,No,3,2,1,10,3,2,8,7,7,7
33,No,Travel_Rarely,Research & Development,4,4,3,Female,2,Research Scientist,Married,2622,6,No,4,4,0,7,3,3,3,2,1,1
26,No,Travel_Rarely,Research & Development,7,3,3,Male,4,Laboratory Technician,Single,3578,0,No,3,4,0,8,2,3,7,7,0,7
50,Yes,Travel_Rarely,Sales,28,3,4,Male,2,Sales Executive,Divorced,10854,4,Yes,3,2,1,20,3,3,3,2,2,0
34,Yes,Non-Travel,Research & Development,16,4,4,Male,1,Research Scientist,Married,2307,1,Yes,4,2,1,5,2,3,5,2,3,0
52,No,Non-Travel,Sales,29,4,1,Male,3,Sales Representative,Divorced,3482,2,No,3,2,2,16,3,2,9,8,0,0
29,No,Travel_Rarely,Research & Development,1,3,1,Male,3,Healthcare Representative,Married,5373,0,No,3,1,1,6,5,2,5,3,0,2
40,No,Travel_Rarely,Sales,10,3,2,Female,2,Sales Executive,Divorced,6852,7,No,3,2,1,7,2,4,5,1,1,3
50,No,Travel_Frequently,Sales,12,3,3,Female,3,Sales Executive,Single,9208,4,No,3,4,0,16,3,3,2,2,2,1
19,Yes,Non-Travel,Research & Development,10,3,1,Female,2,Research Scientist,Single,1859,1,Yes,4,2,0,1,2,4,1,1,0,0
35,No,Travel_Rarely,Research & Development,23,4,2,Male,1,Laboratory Technician,Married,2705,0,No,3,2,1,6,2,4,5,4,0,3
33,Yes,Travel_Rarely,Research & Development,2,2,1,Female,3,Laboratory Technician,Married,2707,7,No,4,1,0,13,3,4,9,7,1,7
34,No,Non-Travel,Research & Development,3,4,3,Male,2,Research Scientist,Married,2979,3,No,3,4,3,6,2,3,0,0,0,0
52,No,Travel_Rarely,Research & Development,7,4,2,Male,3,Healthcare Representative,Single,10445,7,No,3,4,0,18,4,3,8,6,4,0
42,No,Non-Travel,Human Resources,2,5,4,Male,4,Human Resources,Married,6272,7,No,3,1,1,10,3,4,4,3,0,3
33,No,Travel_Rarely,Research & Development,15,2,2,Female,3,Healthcare Representative,Married,4878,0,Yes,3,1,1,10,6,3,9,7,8,1
43,No,Travel_Rarely,Sales,4,4,4,Female,2,Sales Executive,Single,10231,3,No,3,4,0,23,3,4,21,7,15,17
34,No,Travel_Frequently,Research & Development,3,1,1,Male,3,Healthcare Representative,Single,7756,0,No,3,3,0,7,1,2,6,2,0,4
55,No,Travel_Rarely,Research & Development,1,3,4,Male,3,Manager,Single,19045,0,Yes,3,3,0,37,2,3,36,10,4,13
31,Yes,Travel_Frequently,Sales,1,3,4,Female,3,Sales Representative,Single,2302,1,Yes,3,1,0,3,2,4,3,2,2,2
19,No,Travel_Rarely,Research & Development,9,2,3,Male,3,Research Scientist,Single,2552,1,No,4,3,0,1,4,3,1,1,0,0
58,Yes,Travel_Rarely,Research & Development,2,4,4,Male,3,Research Director,Single,19246,7,Yes,3,4,0,40,2,3,31,15,13,8
43,No,Travel_Rarely,Sales,2,3,4,Male,3,Sales Executive,Married,7847,1,Yes,3,1,1,10,3,3,10,9,8,8
32,No,Travel_Rarely,Research & Development,5,2,4,Female,2,Research Scientist,Married,5878,3,No,3,1,1,12,2,3,7,1,2,5
26,Yes,Travel_Rarely,Sales,4,4,4,Male,2,Sales Executive,Single,5828,1,Yes,3,2,0,8,0,3,8,7,7,4
48,No,Travel_Rarely,Research & Development,4,4,3,Male,2,Healthcare Representative,Single,10999,7,No,3,2,0,27,3,3,15,11,4,8
32,No,Travel_Rarely,Research & Development,5,4,2,Female,4,Research Scientist,Married,3312,3,No,3,4,2,6,3,3,3,2,0,2
41,No,Travel_Rarely,Research & Development,1,3,4,Male,3,Research Scientist,Married,2782,3,No,4,1,1,12,3,3,5,3,1,0
50,No,Travel_Frequently,Research & Development,20,5,2,Male,3,Healthcare Representative,Married,11245,2,Yes,3,3,1,32,3,3,30,8,12,13
30,No,Travel_Rarely,Research & Development,16,3,3,Male,4,Healthcare Representative,Married,5294,3,No,3,3,1,10,3,3,7,0,1,7
45,No,Travel_Rarely,Research & Development,29,3,2,Male,3,Manufacturing Director,Married,9380,4,Yes,3,4,2,10,4,4,3,1,1,2
45,No,Non-Travel,Sales,26,3,1,Male,2,Sales Executive,Married,4385,1,No,3,1,1,10,2,3,10,7,4,5
20,Yes,Travel_Frequently,Sales,9,3,4,Female,3,Sales Representative,Single,2323,1,Yes,3,2,0,2,3,3,2,2,0,2
31,No,Travel_Rarely,Sales,6,4,1,Male,4,Sales Executive,Divorced,5460,4,No,4,4,2,13,4,4,7,7,5,7
44,Yes,Travel_Rarely,Research & Development,3,3,1,Male,3,Laboratory Technician,Married,2362,4,No,3,3,0,10,4,4,3,2,1,2
59,No,Travel_Rarely,Sales,3,3,3,Female,2,Sales Executive,Single,5171,5,No,3,4,0,13,2,3,6,1,0,5
30,No,Travel_Rarely,Sales,10,3,3,Male,2,Sales Executive,Married,6578,1,No,3,1,1,10,3,3,10,3,1,4
28,No,Travel_Frequently,Sales,7,3,3,Male,3,Sales Executive,Single,4898,0,No,3,4,0,5,5,3,4,2,1,3
48,No,Travel_Frequently,Research & Development,22,3,4,Female,3,Manager,Divorced,17174,3,No,3,2,1,24,3,3,22,17,4,7
36,No,Travel_Rarely,Human Resources,13,3,3,Male,3,Human Resources,Married,2143,4,No,3,2,1,8,2,3,5,2,0,4
37,No,Travel_Rarely,Research & Development,21,3,2,Male,4,Research Scientist,Married,3564,1,Yes,3,1,1,8,3,2,8,7,1,7
27,No,Travel_Rarely,Sales,10,3,4,Female,2,Sales Executive,Married,5769,1,Yes,3,4,0,6,3,3,6,2,4,4
54,No,Travel_Rarely,Research & Development,10,3,3,Female,3,Manufacturing Director,Single,4440,6,Yes,3,4,0,9,3,3,5,2,1,4
46,No,Travel_Rarely,Sales,10,3,3,Female,2,Sales Executive,Married,9071,2,Yes,3,3,1,15,3,3,3,2,1,2
29,Yes,Travel_Rarely,Sales,1,3,2,Female,2,Sales Representative,Divorced,2800,6,Yes,3,3,3,5,3,3,3,2,0,2
34,No,Travel_Rarely,Research & Development,27,2,4,Female,3,Research Scientist,Single,2311,2,No,3,4,0,9,3,3,3,2,1,2
56,No,Travel_Rarely,Research & Development,8,3,3,Female,3,Research Scientist,Divorced,4257,4,Yes,3,3,1,19,3,3,2,2,2,2
30,No,Travel_Rarely,Human Resources,1,3,3,Male,3,Human Resources,Divorced,2064,0,No,4,1,1,6,3,4,5,3,1,3
37,Yes,Travel_Frequently,Research & Development,10,3,1,Male,3,Manufacturing Director,Divorced,10048,6,No,3,2,2,17,5,3,1,0,0,0
49,No,Travel_Rarely,Research & Development,18,4,4,Male,2,Research Director,Divorced,19502,1,Yes,3,3,1,31,5,3,31,9,0,9
49,No,Travel_Rarely,Research & Development,5,4,1,Male,3,Healthcare Representative,Married,6651,2,No,3,2,1,20,0,2,3,2,1,2
37,No,Travel_Rarely,Research & Development,11,3,1,Female,3,Laboratory Technician,Single,3629,4,No,3,1,0,8,6,3,3,2,0,2
60,No,Travel_Rarely,Research & Development,1,4,3,Male,1,Healthcare Representative,Divorced,10883,3,No,4,3,1,19,2,4,1,0,0,0
53,Yes,Travel_Rarely,Sales,24,4,1,Male,3,Sales Executive,Single,10448,6,Yes,3,2,0,15,2,2,2,2,2,2
35,No,Travel_Rarely,Sales,8,4,1,Female,3,Sales Representative,Married,2572,1,No,3,2,1,3,1,2,3,2,0,2
19,Yes,Travel_Rarely,Sales,22,1,4,Male,3,Sales Representative,Single,1675,1,Yes,3,4,0,0,2,2,0,0,0,0
20,Yes,Travel_Rarely,Research & Development,4,3,1,Male,3,Laboratory Technician,Single,2973,1,No,3,2,0,1,2,3,1,0,0,0
39,No,Travel_Rarely,Research & Development,1,3,3,Male,4,Healthcare Representative,Divorced,9613,0,No,3,1,3,19,5,2,18,10,3,7
41,No,Travel_Rarely,Research & Development,5,5,2,Male,4,Research Scientist,Married,2127,2,Yes,3,1,0,7,5,2,4,2,0,3
35,No,Non-Travel,Research & Development,2,4,4,Female,3,Healthcare Representative,Divorced,5093,2,No,3,1,1,16,2,4,1,0,0,0
29,No,Travel_Rarely,Research & Development,2,3,3,Male,3,Research Scientist,Married,2703,0,No,4,4,1,6,3,3,5,4,0,4
31,No,Non-Travel,Research & Development,3,2,3,Male,3,Research Scientist,Divorced,3065,1,Yes,3,4,1,4,3,4,4,2,2,3
48,No,Travel_Rarely,Research & Development,20,4,4,Male,3,Research Scientist,Married,2259,4,No,3,1,2,13,2,2,0,0,0,0
26,No,Travel_Frequently,Research & Development,1,3,3,Female,3,Manufacturing Director,Divorced,6397,1,No,4,1,1,6,6,1,6,5,1,4
38,No,Travel_Rarely,Sales,1,3,1,Male,2,Sales Representative,Single,2858,4,No,3,1,0,20,3,2,1,0,0,0
50,No,Travel_Frequently,Research & Development,1,3,1,Female,3,Research Director,Married,18172,3,Yes,3,1,0,28,1,2,8,3,0,7
31,No,Travel_Frequently,Sales,20,3,3,Male,4,Sales Representative,Married,2791,0,No,3,1,1,3,4,3,2,2,2,2
39,No,Travel_Rarely,Sales,4,4,4,Female,2,Sales Executive,Married,5902,4,No,3,3,1,17,1,4,15,11,5,9
46,No,Travel_Rarely,Sales,1,2,2,Female,3,Sales Executive,Divorced,10453,1,No,4,3,3,24,2,3,24,13,15,7
31,No,Travel_Rarely,Research & Development,9,4,3,Male,2,Research Scientist,Single,2657,0,Yes,3,4,0,3,5,3,2,2,2,2
45,Yes,Travel_Frequently,Sales,26,4,1,Female,3,Sales Executive,Married,4286,2,No,3,4,2,5,4,3,1,1,0,0
36,No,Travel_Rarely,Research & Development,2,4,3,Female,3,Manufacturing Director,Single,5410,9,Yes,3,4,0,18,2,3,16,14,5,12
42,No,Travel_Frequently,Research & Development,8,3,2,Male,3,Manager,Divorced,18430,1,No,3,2,1,24,4,2,24,7,14,9
45,No,Travel_Rarely,Research & Development,5,5,3,Female,1,Laboratory Technician,Single,5769,1,Yes,3,1,0,10,3,3,10,7,1,4
35,No,Travel_Frequently,Sales,1,3,3,Female,3,Sales Executive,Single,8789,1,No,3,1,0,10,3,4,10,7,0,8
46,No,Travel_Rarely,Research & Development,13,4,3,Male,3,Healthcare Representative,Single,5562,6,No,3,4,0,19,3,3,10,7,0,9
35,Yes,Travel_Rarely,Research & Development,23,2,2,Male,2,Manufacturing Director,Married,5916,3,Yes,3,1,0,8,1,3,1,0,0,1
28,No,Travel_Rarely,Sales,5,3,4,Male,3,Sales Executive,Single,8463,0,No,3,4,0,6,4,3,5,4,1,3
36,No,Non-Travel,Research & Development,1,4,4,Female,2,Manufacturing Director,Married,4374,0,No,3,3,0,4,6,3,3,2,1,2
32,No,Travel_Rarely,Research & Development,3,4,3,Female,3,Manufacturing Director,Married,6725,1,No,3,3,1,8,2,4,8,7,6,3
38,No,Travel_Rarely,Sales,14,3,3,Male,3,Sales Executive,Married,9924,0,No,3,4,1,10,3,3,9,8,7,7
40,No,Non-Travel,Research & Development,8,1,4,Male,2,Research Director,Divorced,13757,2,No,3,3,1,16,5,3,9,8,4,8
36,No,Travel_Rarely,Research & Development,1,3,3,Female,1,Manufacturing Director,Divorced,10252,2,Yes,4,3,1,17,2,3,7,7,7,7
27,Yes,Travel_Rarely,Research & Development,17,4,4,Female,3,Research Scientist,Single,2394,1,Yes,3,4,0,8,2,3,8,2,7,7
40,Yes,Travel_Rarely,Research & Development,9,4,4,Male,3,Laboratory Technician,Single,2018,3,No,3,2,0,15,3,1,5,4,1,0
46,No,Travel_Rarely,Sales,4,2,4,Female,2,Manager,Married,18789,2,No,3,3,1,26,2,3,11,4,0,8
34,No,Travel_Rarely,Sales,8,2,3,Female,3,Sales Executive,Married,6500,5,No,3,2,1,6,1,3,3,2,1,2
32,Yes,Travel_Frequently,Research & Development,16,1,2,Female,1,Research Scientist,Single,3919,1,Yes,4,2,0,10,5,3,10,2,6,7
36,No,Travel_Frequently,Sales,11,2,2,Female,3,Sales Executive,Married,9738,0,No,3,3,1,10,6,3,9,7,2,8
35,No,Travel_Frequently,Research & Development,1,3,2,Male,3,Research Scientist,Married,2194,4,No,3,4,1,5,2,2,3,2,1,2
49,No,Travel_Rarely,Research & Development,1,3,3,Female,3,Research Scientist,Married,3580,2,No,3,2,1,7,2,3,4,2,0,2
46,No,Travel_Rarely,Sales,2,4,2,Female,3,Manager,Single,18947,3,No,3,4,0,22,2,2,2,2,2,1
52,No,Travel_Rarely,Research & Development,4,2,4,Female,3,Manager,Married,16555,2,No,3,4,0,31,2,1,5,2,1,4
34,No,Travel_Rarely,Sales,7,2,2,Male,3,Sales Representative,Married,2308,0,Yes,4,2,1,12,4,3,11,10,5,7
25,Yes,Travel_Rarely,Research & Development,3,3,1,Male,3,Laboratory Technician,Married,4031,5,No,3,3,1,6,5,3,2,2,0,2
59,No,Travel_Frequently,Sales,1,1,1,Female,2,Sales Executive,Single,5473,7,No,3,4,0,20,2,2,4,3,1,3
42,No,Travel_Rarely,Research & Development,1,2,4,Female,2,Manufacturing Director,Married,6062,9,Yes,3,4,1,8,4,3,4,3,0,2
39,Yes,Travel_Frequently,Research & Development,2,3,1,Male,3,Healthcare Representative,Divorced,12169,7,No,3,4,3,21,4,3,18,7,11,5
40,No,Travel_Rarely,Research & Development,2,3,3,Male,3,Research Scientist,Divorced,2345,2,No,3,3,1,8,3,4,3,1,1,2
34,No,Travel_Rarely,Human Resources,3,2,3,Male,3,Human Resources,Married,3737,0,No,3,3,1,4,1,1,3,2,0,2
29,No,Travel_Rarely,Research & Development,15,3,3,Male,3,Research Scientist,Single,2340,1,No,3,1,0,6,1,3,6,5,1,5
35,No,Travel_Rarely,Human Resources,26,4,3,Female,3,Human Resources,Single,8837,1,Yes,3,3,0,9,2,3,9,0,1,7
25,No,Travel_Rarely,Research & Development,1,3,1,Male,3,Laboratory Technician,Married,3229,4,No,3,2,1,7,2,2,3,2,0,2
36,No,Non-Travel,Sales,8,4,1,Male,2,Sales Executive,Single,7587,1,No,3,2,0,10,1,3,10,7,0,9
35,No,Non-Travel,Research & Development,3,3,3,Male,2,Laboratory Technician,Married,1281,1,No,3,3,2,1,3,3,1,0,0,0
39,No,Travel_Rarely,Research & Development,1,1,4,Female,2,Manufacturing Director,Married,12742,1,No,3,3,1,21,3,3,21,6,11,8
29,Yes,Travel_Rarely,Research & Development,7,3,2,Female,3,Laboratory Technician,Divorced,3339,3,Yes,3,1,2,10,2,3,7,7,7,7
40,No,Travel_Rarely,Research & Development,2,3,3,Male,3,Research Scientist,Single,4661,1,No,3,3,0,9,4,3,9,8,8,8
43,No,Travel_Rarely,Research & Development,7,3,3,Female,3,Healthcare Representative,Married,9985,8,No,3,1,1,10,1,2,1,0,0,0
50,No,Travel_Rarely,Research & Development,17,5,4,Female,2,Research Director,Divorced,13269,5,No,3,3,3,19,3,3,14,11,1,11
32,No,Travel_Frequently,Research & Development,2,2,4,Male,3,Laboratory Technician,Single,3068,0,No,3,3,0,8,2,2,7,7,3,6
28,No,Non-Travel,Sales,4,3,2,Male,3,Sales Executive,Married,4221,1,No,3,2,0,5,3,4,5,4,0,4
55,No,Travel_Rarely,Human Resources,26,4,3,Male,4,Manager,Married,19636,4,Yes,3,1,1,35,0,3,10,9,1,4
29,No,Travel_Rarely,Research & Development,3,1,2,Male,3,Laboratory Technician,Single,4723,1,Yes,3,4,0,10,3,3,10,9,1,5
34,No,Travel_Frequently,Human Resources,11,3,3,Male,2,Human Resources,Married,4490,4,No,3,4,2,14,5,4,10,9,1,8
22,Yes,Travel_Frequently,Research & Development,4,1,3,Male,2,Laboratory Technician,Single,3894,5,No,3,3,0,4,3,3,2,2,1,2
51,Yes,Travel_Frequently,Research & Development,8,4,1,Male,1,Manufacturing Director,Single,10650,2,No,3,4,0,18,2,3,4,2,0,3
30,No,Travel_Rarely,Research & Development,16,1,2,Male,3,Research Scientist,Married,2862,1,No,3,2,1,10,2,2,10,0,0,8
56,Yes,Travel_Rarely,Research & Development,24,2,1,Male,3,Laboratory Technician,Single,2587,1,No,3,4,0,5,3,3,4,2,1,0
35,No,Travel_Rarely,Research & Development,25,3,4,Male,2,Manufacturing Director,Married,10903,3,No,3,1,0,16,2,3,13,10,4,8
26,No,Travel_Rarely,Research & Development,4,2,3,Male,3,Research Scientist,Single,2875,1,Yes,4,2,0,8,2,2,8,5,2,2
40,No,Non-Travel,Research & Development,9,4,3,Male,3,Laboratory Technician,Divorced,3975,3,No,3,3,2,11,2,4,8,7,0,7
40,No,Travel_Rarely,Research & Development,1,4,1,Male,3,Manager,Divorced,16823,2,No,3,1,1,22,3,3,19,7,11,16
37,No,Non-Travel,Research & Development,25,5,2,Female,3,Research Scientist,Married,4449,3,Yes,3,1,2,15,2,3,13,11,10,7
52,No,Non-Travel,Sales,2,4,1,Male,2,Manager,Single,19068,1,Yes,3,4,0,33,2,4,33,7,15,12
32,No,Travel_Rarely,Sales,7,5,4,Male,3,Sales Executive,Married,9204,4,No,3,3,1,7,3,2,4,3,0,3
46,No,Travel_Frequently,Research & Development,18,1,1,Female,3,Healthcare Representative,Married,10527,5,No,3,4,0,28,3,2,2,2,1,2
50,No,Non-Travel,Research & Development,2,4,1,Male,3,Manager,Divorced,17924,1,No,3,4,1,31,3,3,31,6,14,7
40,No,Travel_Rarely,Sales,1,2,2,Male,1,Sales Executive,Married,7457,2,Yes,4,3,3,6,2,2,4,3,0,2
38,No,Travel_Frequently,Human Resources,10,4,3,Male,3,Human Resources,Married,6077,3,No,3,3,0,10,2,3,6,3,1,2
41,No,Travel_Rarely,Sales,2,5,2,Female,3,Manager,Married,16595,7,No,3,2,1,22,2,3,18,16,11,8
60,No,Travel_Frequently,Sales,28,3,3,Female,2,Sales Executive,Married,10266,4,No,3,4,0,22,5,4,18,13,13,11
35,No,Travel_Rarely,Research & Development,18,5,2,Male,4,Research Scientist,Married,5208,1,No,3,4,0,16,2,3,16,15,1,10
47,No,Travel_Rarely,Sales,14,3,3,Female,3,Sales Executive,Married,4591,3,Yes,3,3,1,11,4,2,5,4,1,2
31,Yes,Travel_Frequently,Research & Development,2,3,2,Male,3,Laboratory Technician,Married,3722,6,Yes,3,3,1,7,2,1,2,2,2,2
39,No,Travel_Rarely,Sales,15,4,2,Male,3,Sales Executive,Single,13341,0,No,3,1,0,21,3,3,20,8,11,10
47,No,Travel_Rarely,Research & Development,5,5,4,Male,3,Research Director,Married,18300,4,No,3,2,1,21,2,3,3,2,1,1
26,No,Travel_Rarely,Human Resources,25,1,3,Female,3,Human Resources,Married,2942,1,No,4,4,1,8,3,3,8,7,5,7
42,No,Travel_Rarely,Research & Development,2,3,4,Female,2,Laboratory Technician,Divorced,2593,0,Yes,3,3,1,10,4,3,9,6,7,8
47,No,Travel_Rarely,Sales,2,4,2,Female,4,Manager,Divorced,15972,6,No,3,3,3,29,2,3,3,2,1,2
58,No,Non-Travel,Sales,2,3,2,Male,3,Manager,Divorced,16291,4,No,4,4,1,37,0,2,16,9,14,14
39,No,Travel_Rarely,Research & Development,9,2,1,Male,3,Manufacturing Director,Married,5151,1,No,4,4,1,10,3,3,10,0,7,9
29,Yes,Travel_Rarely,Research & Development,1,4,1,Male,2,Research Scientist,Single,2362,6,No,3,3,0,11,2,1,9,7,0,7
36,No,Non-Travel,Sales,10,4,2,Male,3,Sales Executive,Single,9980,1,No,3,4,0,10,3,2,10,3,9,7
44,No,Travel_Rarely,Research & Development,7,3,2,Female,3,Research Director,Divorced,19049,0,Yes,3,4,1,23,4,2,22,7,1,10
54,No,Travel_Frequently,Research & Development,20,4,4,Female,3,Research Scientist,Single,4869,3,No,3,4,0,20,4,2,4,3,0,3
44,No,Travel_Rarely,Research & Development,7,4,1,Female,2,Healthcare Representative,Married,10248,3,No,3,4,1,24,4,3,22,6,5,17
49,Yes,Travel_Frequently,Research & Development,28,2,1,Male,2,Laboratory Technician,Single,4284,3,No,4,1,0,20,2,3,4,3,1,3
29,No,Travel_Rarely,Research & Development,9,4,4,Female,3,Laboratory Technician,Married,2974,9,No,3,3,1,9,2,3,5,3,1,2
26,No,Travel_Rarely,Research & Development,6,3,3,Female,3,Laboratory Technician,Married,2659,1,Yes,3,3,1,3,2,3,3,2,0,2
28,Yes,Travel_Rarely,Research & Development,1,2,1,Female,1,Research Scientist,Single,2216,7,Yes,3,4,0,10,4,3,7,7,3,7
27,No,Travel_Rarely,Research & Development,7,3,4,Female,2,Healthcare Representative,Single,6811,8,No,3,1,0,9,2,1,7,6,0,7
32,No,Travel_Rarely,Research & Development,5,4,4,Male,2,Manufacturing Director,Single,9679,8,No,4,2,0,8,1,3,1,0,0,0
28,No,Travel_Frequently,Research & Development,6,3,3,Male,2,Research Scientist,Divorced,2703,1,Yes,3,4,1,3,2,3,3,1,0,2
39,No,Travel_Frequently,Research & Development,7,2,3,Male,2,Manager,Married,19272,1,No,3,1,1,21,2,3,21,9,13,3
26,No,Travel_Rarely,Research & Development,23,3,1,Female,3,Research Scientist,Divorced,2886,1,No,4,2,2,3,3,1,3,2,0,2
37,No,Travel_Rarely,Sales,10,4,4,Female,2,Sales Executive,Divorced,6694,2,Yes,3,3,3,8,5,3,1,0,0,0
25,No,Travel_Rarely,Research & Development,2,1,4,Male,3,Laboratory Technician,Divorced,3977,6,Yes,3,3,1,7,2,2,2,2,0,2
36,No,Travel_Frequently,Research & Development,3,2,4,Male,3,Laboratory Technician,Single,2088,4,No,3,3,0,13,3,2,8,7,7,2
40,No,Travel_Frequently,Sales,5,4,4,Male,2,Sales Executive,Married,10475,5,Yes,4,3,1,20,2,3,18,13,1,12
51,No,Travel_Rarely,Research & Development,3,3,1,Female,3,Manager,Married,13116,2,No,3,4,0,15,2,3,2,2,2,2
40,No,Travel_Rarely,Research & Development,2,2,1,Male,3,Research Director,Divorced,19436,0,No,3,4,1,22,5,3,21,7,3,9
